1020.9 0.30 86.0 13.0  
1020.2 36.30 94.0 11.6  
1020.7 9.50 96.0 13.0  
1015.9 19.80 94.0 16.5  
1013.0 0.20 90.0 19.9  
1012.1 0.00 91.0 20.2  
1009.8 0.00 88.0 21.0  
1006.9 0.00 89.0 22.6  
1007.6 0.00 92.0 23.7  
1003.7 0.00 86.0 25.1  
1004.4 0.00 82.0 25.5  
1009.0 0.00 79.0 21.8  
1008.9 0.00 82.0 21.1  
1013.3 2.10 92.0 20.5  
1016.7 1.60 84.0 21.1  
1013.3 2.30 91.0 20.3  
1012.8 49.30 88.0 21.5  
1013.7 1.40 91.0 20.9  
1011.5 0.90 89.0 21.8  
1010.7 7.90 89.0 22.6  
1009.9 0.00 93.0 23.4  
1009.3 0.00 88.0 23.8  
1009.2 0.20 93.0 23.5  
1011.5 0.00 86.0 25.0  
1011.3 0.00 87.0 25.4  
1010.5 0.00 85.0 24.7  
1008.6 0.00 86.0 24.2  
1008.5 0.00 89.0 24.4  
1009.1 0.00 87.0 24.6  
1007.7 0.00 88.0 24.7  
1008.3 0.00 82.0 25.6  
1007.1 0.00 77.0 26.3  
1010.9 0.20 90.0 24.2  
1007.6 1.60 92.0 23.0  
1005.7 0.10 91.0 26.0  
1007.2 0.10 89.0 26.2  
1007.9 0.10 87.0 26.3  
1014.2 11.60 92.0 22.3  
1015.3 0.00 88.0 20.9  
1012.7 10.50 91.0 20.7  
1011.3 12.80 84.0 20.0  
1011.0 0.00 82.0 22.7  
1013.1 0.00 77.0 24.2  
1011.5 0.00 84.0 24.4  
1009.0 0.40 86.0 23.4  
1016.0 26.10 86.0 18.7  
1015.9 0.00 82.0 19.4  
1011.7 0.00 86.0 21.3  
1006.8 0.00 8.0 23.8  
1001.4 0.00 79.0 26.6  
999.4 0.00 72.0 28.6  
1003.8 0.00 78.0 27.4  
1006.3 0.00 77.0 26.6  
1000.8 0.00 76.0 28.6  
998.1 0.00 71.0 30.3  
1003.4 0.00 83.0 26.6  
1005.2 0.00 85.0 26.1  
1003.2 0.00 79.0 29.0  
1005.1 0.00 82.0 28.2  
1005.5 0.00 71.0 28.2  
1005.0 0.00 84.0 27.6  
999.9 0.00 78.0 29.2  
998.6 0.00 74.0 30.0  
1002.4 0.00 73.0 30.4  
1006.1 0.00 74.0 29.8  
1008.0 0.00 77.0 29.2  
1007.8 0.00 80.0 27.9  
1007.2 13.00 86.0 26.9  
1006.7 1.00 86.0 26.6  
1005.6 6.60 88.0 27.0  
1003.3 11.20 80.0 27.4  
1004.0 0.00 82.0 28.5  
1004.7 0.00 81.0 28.9  
1002.2 0.00 79.0 29.7  
1000.2 0.00 80.0 30.0  
1000.0 1.20 83.0 29.2  
1002.7 8.90 93.0 26.3  
1002.0 1.20 95.0 25.4  
1002.2 35.40 92.0 25.3  
999.7 0.00 84.0 27.6  
998.1 2.00 88.0 27.4  
998.4 9.80 88.0 27.6  
1001.8 5.60 90.0 25.1  
1002.8 4.80 90.0 24.7  
1003.0 1.20 84.0 26.4  
1004.0 0.00 86.0 25.4  
1001.3 0.00 85.0 27.9  
999.5 0.00 82.0 28.5  
1004.1 14.40 93.0 25.7  
1001.1 0.00 86.0 27.8  
999.2 0.00 82.0 27.9  
997.6 0.00 80.0 29.1  
1000.9 0.00 83.0 28.7  
1003.1 15.80 93.0 25.9  
1001.5 3.00 86.0 27.0  
1000.6 0.50 87.0 26.7  
1001.6 0.00 85.0 27.8  
1002.3 0.00 80.0 29.4  
1002.6 0.40 83.0 28.9  
1001.7 0.00 82.0 28.5  
1002.6 8.40 84.0 28.5  
1003.7 50.30 94.0 26.5  
1005.0 4.70 90.0 26.8  
1003.5 9.60 88.0 26.9  
1000.1 0.00 84.0 28.4  
1000.5 8.20 89.0 28.2  
1004.1 60.70 94.0 25.4  
1003.0 2.90 91.0 26.1  
1000.4 2.00 84.0 28.1  
998.9 0.00 85.0 28.0  
999.8 0.00 84.0 28.3  
1004.5 0.00 80.0 29.4  
1002.3 0.10 80.0 28.0  
1004.0 1.10 87.0 26.5  
1005.6 4.80 91.0 26.1  
1006.1 2.20 87.0 26.8  
1007.1 1.80 90.0 26.6  
1004.0 9.40 88.0 27.0  
1002.8 0.60 88.0 26.9  
1000.6 1.00 84.0 27.7  
990.7 157.60 87.0 25.3  
1004.5 49.70 94.0 25.1  
1005.8 5.60 92.0 25.7  
1003.9 0.00 85.0 27.2  
1001.7 18.40 85.0 27.2  
1000.1 0.00 83.0 28.2  
1002.6 0.00 87.0 27.6  
1006.2 1.20 84.0 27.5  
1006.4 12.40 89.0 26.0  
1004.4 3.60 89.0 25.8  
1004.1 3.00 89.0 26.3  
1005.0 0.10 88.0 26.9  
1003.7 0.00 83.0 27.5  
1000.5 0.00 81.0 28.5  
1000.1 0.00 78.0 29.2  
1000.2 7.90 84.0 27.0  
1001.2 5.00 93.0 25.6  
1001.5 0.00 89.0 27.1  
1001.1 1.20 89.0 26.9  
1001.8 0.40 92.0 26.4  
1000.9 21.00 88.0 27.0  
1002.9 0.00 86.0 27.7  
1001.1 0.00 84.0 28.4  
998.6 0.00 81.0 29.2  
998.0 0.00 84.0 28.1  
1004.1 4.40 91.0 24.9  
1008.4 1.80 89.0 23.7  
1009.7 7.10 90.0 24.5  
1007.7 1.70 88.0 26.0  
1003.8 0.00 83.0 27.7  
1005.6 4.70 87.0 27.7  
1008.1 9.30 95.0 24.8  
1008.8 0.30 85.0 25.0  
1008.4 0.00 86.0 25.9  
1009.7 0.30 91.0 25.0  
1007.1 0.00 82.0 26.8  
1006.6 0.00 88.0 26.7  
1007.7 10.00 87.0 27.0  
1009.8 36.60 95.0 24.1  
1008.4 21.70 90.0 25.5  
1006.5 20.40 93.0 24.2  
1010.9 48.60 94.0 24.8  
1010.1 0.00 84.0 26.8  
1006.3 0.00 86.0 25.9  
1007.3 35.50 95.0 24.4  
1008.9 14.60 95.0 24.8  
1008.9 12.80 95.0 25.4  
1005.8 51.40 97.0 24.5  
1004.2 21.30 97.0 22.0  
1006.4 5.60 96.0 21.2  
1006.8 0.10 90.0 22.7  
1005.7 1.30 91.0 24.4  
1004.3 0.00 90.0 25.3  
1005.8 5.40 87.0 25.5  
1005.8 14.80 93.0 24.8  
1004.8 5.00 92.0 25.3  
1004.2 0.00 89.0 26.2  
1005.8 0.00 87.0 26.8  
1003.5 21.40 92.0 25.6  
993.6 0.50 90.0 25.5  
1002.0 11.70 92.0 25.6  
1010.0 0.00 85.0 26.1  
1007.8 0.00 79.0 25.9  
1005.8 14.00 86.0 25.5  
1007.7 0.00 85.0 26.5  
1008.2 0.00 84.0 26.4  
1008.7 0.30 89.0 25.2  
1011.3 7.40 95.0 24.0  
1011.3 11.70 96.0 22.5  
1008.2 0.00 89.0 19.5  
1017.7 0.00 86.0 20.9  
1012.7 0.00 88.0 22.6  
1016.6 0.00 84.0 22.3  
1018.8 0.00 81.0 22.5  
1013.9 12.70 95.0 20.8  
1017.7 0.00 85.0 23.9  
1012.7 0.00 83.0 24.2  
1016.6 0.00 85.0 22.9  
1018.8 0.00 86.0 23.2  
1013.9 0.00 81.0 23.8  
1012.7 0.00 69.0 23.0  
1011.3 0.00 76.0 21.7  
1019.5 0.00 78.0 22.5  
1022.2 0.00 83.0 23.6  
1022.1 0.00 81.0 24.4  
1021.6 0.00 80.0 24.4  
1025.8 0.00 81.0 24.5  
1026.3 0.00 82.0 25.4  
1024.2 0.00 79.0 25.7  
1022.5 0.00 72.0 22.3  
1022.0 25.50 95.0 18.6  
1023.3 3.10 95.0 17.8  
1026.3 0.00 92.0 18.3  
1022.4 0.00 84.0 19.7  
1024.6 0.00 84.0 20.0  
1024.4 0.00 80.0 21.0  
1024.3 0.00 81.0 21.1  
1019.8 0.00 83.0 20.2  
1013.5 0.00 78.0 18.9  
1016.0 0.00 79.0 17.6  
1019.3 0.00 81.0 17.6  
1017.0 0.00 82.0 20.4  
1017.4 0.00 85.0 22.0  
1018.1 0.00 84.0 23.1  
1017.5 0.00 87.0 22.9  
1015.4 0.00 83.0 22.5  
1013.5 0.00 87.0 21.7  
1009.7 0.00 84.0 21.2  
1009.0 0.00 78.0 20.6  
1008.5 0.00 80.0 20.7  
1007.6 0.00 79.0 21.9  
1006.0 0.00 88.0 21.4  
1006.5 0.00 84.0 23.1  
1008.9 0.00 85.0 22.6  
1014.0 6.20 92.0 22.6  
1020.3 147.60 96.0 21.3  
1019.6 0.00 87.0 19.6  
1017.6 0.00 79.0 18.0  
1023.9 0.00 81.0 17.7  
1022.4 0.00 77.0 17.8  
1018.2 0.00 85.0 18.4  
1016.5 0.00 71.0 20.4  
1016.1 0.00 80.0 17.3  
1020.5 0.90 83.0 17.2  
1026.0 0.00 86.0 16.9  
1023.4 2.40 93.0 15.4  
1020.9 0.40 89.0 17.8  
1019.7 4.90 97.0 18.9  
1020.4 0.60 91.0 21.2  
1015.8 0.00 70.0 18.2  
1016.0 0.00 77.0 18.1  
1016.6 1.80 89.0 17.2  
1015.5 3.70 78.0 14.3  
1011.9 0.00 65.0 15.6  
1004.4 0.00 70.0 15.3  
1012.4 0.00 72.0 16.0  
1015.2 0.00 77.0 13.7  
1018.0 0.00 79.0 14.3  
1016.9 0.00 80.0 15.1  
1013.9 0.00 81.0 14.9  
1016.2 0.00 84.0 14.7  
1017.2 0.00 86.0 14.9  
1020.6 0.00 85.0 15.5  
1020.5 0.00 85.0 15.4  
1016.0 0.00 85.0 15.6  
1011.1 0.00 81.0 15.4  
1016.0 0.00 85.0 13.0  
1021.8 20.50 92.0 12.4  
1020.6 23.00 97.0 13.0  
1020.3 8.70 96.0 12.7  
1016.3 25.40 94.0 8.9   
1012.4 1.60 84.0 9.8   
1010.4 0.00 72.0 9.5   
1012.7 0.00 73.0 7.5   
1020.9 0.00 79.0 6.9   
1020.2 0.00 74.0 8.6   
1020.7 0.00 71.0 9.1   
1015.9 0.00 78.0 8.1   
1013.0 0.00 75.0 9.3   
1012.1 0.00 74.0 9.3   
1009.8 0.00 74.0 9.9   
1006.9 0.00 65.0 10.3  
1007.6 0.00 69.0 8.6   
1003.7 0.00 68.0 8.0   
1004.4 0.00 74.0 7.5   
1004.4 0.00 79.0 8.9   
1017.7 0.00 77.0 10.4  
1012.7 0.00 82.0 12.5  
1016.6 0.00 87.0 15.1  
1018.8 0.00 81.0 14.1  
1013.9 0.00 78.0 14.0  
1012.7 0.00 90.0 16.2  
1011.3 0.40 89.0 19.5  
1019.5 0.00 87.0 16.4  
1022.2 0.00 68.0 12.3  
1022.1 0.00 85.0 10.6  
1021.6 0.00 92.0 13.0  
1025.8 0.00 85.0 11.8  
1026.3 0.00 68.0 10.3  
1024.2 0.00 72.0 8.2   
1022.5 0.00 77.0 7.4   
1022.0 0.00 84.0 9.4   
1023.3 0.00 77.0 13.1  
1026.3 0.00 75.0 11.6  
1022.4 0.00 78.0 10.6  
1024.6 0.00 76.0 10.5  
1024.4 0.00 69.0 10.1  
1024.3 0.00 70.0 7.8   
1019.8 0.00 69.0 8.8   
1013.5 0.00 78.0 12.9  
1016.0 0.00 82.0 16.4  
1019.3 0.00 84.0 17.1  
1017.0 0.00 82.0 18.1  
1017.4 0.00 82.0 17.5  
1018.1 0.00 87.0 17.6  
1017.5 0.00 83.0 17.2  
1015.4 0.00 72.0 16.6  
1013.5 0.00 82.0 15.2  
1009.7 0.00 79.0 19.0  
1009.0 0.00 85.0 18.2  
1008.5 0.00 77.0 19.5  
1007.6 0.00 83.0 20.3  
1006.0 1.30 84.0 21.5  
1006.5 0.40 82.0 20.9  
1008.9 0.60 86.0 12.4  
1014.0 1.20 89.0 10.4  
1020.3 0.00 68.0 8.2   
1019.6 0.00 64.0 7.2   
1017.6 0.00 77.0 6.4   
1023.9 0.00 76.0 7.1   
1022.4 0.00 55.0 9.5   
1018.2 0.00 68.0 10.5  
1016.5 0.20 91.0 11.5  
1016.1 2.80 98.0 12.5  
1020.5 2.40 85.0 10.9  
1026.0 0.70 79.0 7.8   
1023.4 0.00 75.0 8.8   
1020.9 0.80 92.0 11.6  
1019.7 7.70 97.0 12.7  
1020.4 2.70 97.0 12.1  
1015.8 1.70 94.0 16.4  
1016.0 0.40 95.0 17.7  
1016.6 0.40 93.0 18.4  
1015.5 0.40 92.0 18.2  
1011.9 0.50 92.0 19.5  
1004.4 0.60 87.0 21.7  
1012.4 1.40 92.0 17.9  
1015.2 0.00 93.0 13.7  
1018.0 0.70 93.0 14.2  
1016.9 0.70 84.0 15.3  
1013.9 2.30 98.0 15.6  
1016.2 3.00 98.0 14.1  
1017.2 3.80 97.0 13.6  
1020.6 0.50 92.0 12.0  
1020.5 0.10 94.0 11.7  
1016.0 0.40 96.0 14.0  
1011.1 0.30 94.0 18.9  
1016.0 0.20 93.0 18.3  
1021.8 0.50 81.0 15.5  
1020.6 0.50 81.0 13.3  
1020.3 0.20 92.0 14.4  
1016.3 0.20 92.0 17.8  
1012.4 0.80 95.0 20.0  
1010.4 0.50 95.0 21.1  
1012.7 0.20 93.0 21.1  
1020.9 0.30 86.0 13.0  
1020.2 36.30 94.0 11.6  
1020.7 9.50 96.0 13.0  
1015.9 19.80 94.0 16.5  
1013.0 0.20 90.0 19.9  
1012.1 0.00 91.0 20.2  
1009.8 0.00 88.0 21.0  
1006.9 0.00 89.0 22.6  
1007.6 0.00 92.0 23.7  
1003.7 0.00 86.0 25.1  
1004.4 0.00 82.0 25.5  
1009.0 0.00 79.0 21.8  
1008.9 0.00 82.0 21.1  
1013.3 2.10 92.0 20.5  
1016.7 1.60 84.0 21.1  
1013.3 2.30 91.0 20.3  
1012.8 49.30 88.0 21.5  
1013.7 1.40 91.0 20.9  
1011.5 0.90 89.0 21.8  
1010.7 7.90 89.0 22.6  
1009.9 0.00 93.0 23.4  
1009.3 0.00 88.0 23.8  
1009.2 0.20 93.0 23.5  
1011.5 0.00 86.0 25.0  
1011.3 0.00 87.0 25.4  
1010.5 0.00 85.0 24.7  
1008.6 0.00 86.0 24.2  
1008.5 0.00 89.0 24.4  
1009.1 0.00 87.0 24.6  
1007.7 0.00 88.0 24.7  
1008.3 0.00 82.0 25.6  
1007.1 0.00 77.0 26.3  
1010.9 0.20 90.0 24.2  
1007.6 1.60 92.0 23.0  
1005.7 0.10 91.0 26.0  
1007.2 0.10 89.0 26.2  
1007.9 0.10 87.0 26.3  
1014.2 11.60 92.0 22.3  
1015.3 0.00 88.0 20.9  
1012.7 10.50 91.0 20.7  
1011.3 12.80 84.0 20.0  
1011.0 0.00 82.0 22.7  
1013.1 0.00 77.0 24.2  
1011.5 0.00 84.0 24.4  
1009.0 0.40 86.0 23.4  
1016.0 26.10 86.0 18.7  
1015.9 0.00 82.0 19.4  
1011.7 0.00 86.0 21.3  
1006.8 0.00 8.0 23.8  
1001.4 0.00 79.0 26.6  
999.4 0.00 72.0 28.6  
1003.8 0.00 78.0 27.4  
1006.3 0.00 77.0 26.6  
1000.8 0.00 76.0 28.6  
998.1 0.00 71.0 30.3  
1003.4 0.00 83.0 26.6  
1005.2 0.00 85.0 26.1  
1003.2 0.00 79.0 29.0  
1005.1 0.00 82.0 28.2  
1005.5 0.00 71.0 28.2  
1005.0 0.00 84.0 27.6  
999.9 0.00 78.0 29.2  
998.6 0.00 74.0 30.0  
1002.4 0.00 73.0 30.4  
1006.1 0.00 74.0 29.8  
1008.0 0.00 77.0 29.2  
1007.8 0.00 80.0 27.9  
1007.2 13.00 86.0 26.9  
1006.7 1.00 86.0 26.6  
1005.6 6.60 88.0 27.0  
1003.3 11.20 80.0 27.4  
1004.0 0.00 82.0 28.5  
1004.7 0.00 81.0 28.9  
1002.2 0.00 79.0 29.7  
1000.2 0.00 80.0 30.0  
1000.0 1.20 83.0 29.2  
1002.7 8.90 93.0 26.3  
1002.0 1.20 95.0 25.4  
1002.2 35.40 92.0 25.3  
999.7 0.00 84.0 27.6  
998.1 2.00 88.0 27.4  
998.4 9.80 88.0 27.6  
1001.8 5.60 90.0 25.1  
1002.8 4.80 90.0 24.7  
1003.0 1.20 84.0 26.4  
1004.0 0.00 86.0 25.4  
1001.3 0.00 85.0 27.9  
999.5 0.00 82.0 28.5  
1004.1 14.40 93.0 25.7  
1001.1 0.00 86.0 27.8  
999.2 0.00 82.0 27.9  
997.6 0.00 80.0 29.1  
1000.9 0.00 83.0 28.7  
1003.1 15.80 93.0 25.9  
1001.5 3.00 86.0 27.0  
1000.6 0.50 87.0 26.7  
1001.6 0.00 85.0 27.8  
1002.3 0.00 80.0 29.4  
1002.6 0.40 83.0 28.9  
1001.7 0.00 82.0 28.5  
1002.6 8.40 84.0 28.5  
1003.7 50.30 94.0 26.5  
1005.0 4.70 90.0 26.8  
1003.5 9.60 88.0 26.9  
1000.1 0.00 84.0 28.4  
1000.5 8.20 89.0 28.2  
1004.1 60.70 94.0 25.4  
1003.0 2.90 91.0 26.1  
1000.4 2.00 84.0 28.1  
998.9 0.00 85.0 28.0  
999.8 0.00 84.0 28.3  
1004.5 0.00 80.0 29.4  
1002.3 0.10 80.0 28.0  
1004.0 1.10 87.0 26.5  
1005.6 4.80 91.0 26.1  
1006.1 2.20 87.0 26.8  
1007.1 1.80 90.0 26.6  
1004.0 9.40 88.0 27.0  
1002.8 0.60 88.0 26.9  
1000.6 1.00 84.0 27.7  
990.7 157.60 87.0 25.3  
1004.5 49.70 94.0 25.1  
1005.8 5.60 92.0 25.7  
1003.9 0.00 85.0 27.2  
1001.7 18.40 85.0 27.2  
1000.1 0.00 83.0 28.2  
1002.6 0.00 87.0 27.6  
1006.2 1.20 84.0 27.5  
1006.4 12.40 89.0 26.0  
1004.4 3.60 89.0 25.8  
1004.1 3.00 89.0 26.3  
1005.0 0.10 88.0 26.9  
1003.7 0.00 83.0 27.5  
1000.5 0.00 81.0 28.5  
1000.1 0.00 78.0 29.2  
1000.2 7.90 84.0 27.0  
1001.2 5.00 93.0 25.6  
1001.5 0.00 89.0 27.1  
1001.1 1.20 89.0 26.9  
1001.8 0.40 92.0 26.4  
1000.9 21.00 88.0 27.0  
1002.9 0.00 86.0 27.7  
1001.1 0.00 84.0 28.4  
998.6 0.00 81.0 29.2  
998.0 0.00 84.0 28.1  
1004.1 4.40 91.0 24.9  
1008.4 1.80 89.0 23.7  
1009.7 7.10 90.0 24.5  
1007.7 1.70 88.0 26.0  
1003.8 0.00 83.0 27.7  
1005.6 4.70 87.0 27.7  
1008.1 9.30 95.0 24.8  
1008.8 0.30 85.0 25.0  
1008.4 0.00 86.0 25.9  
1009.7 0.30 91.0 25.0  
1007.1 0.00 82.0 26.8  
1006.6 0.00 88.0 26.7  
1007.7 10.00 87.0 27.0  
1009.8 36.60 95.0 24.1  
1008.4 21.70 90.0 25.5  
1006.5 20.40 93.0 24.2  
1010.9 48.60 94.0 24.8  
1010.1 0.00 84.0 26.8  
1006.3 0.00 86.0 25.9  
1007.3 10.50 89.0 26.0  
1008.9 8.10 87.0 26.5  
1008.9 0.00 88.0 26.0  
1005.8 0.00 84.0 26.9  
1004.2 14.20 85.0 27.1  
1006.4 0.00 84.0 26.8  
1006.8 0.00 83.0 26.9  
1005.7 0.00 92.0 26.1  
1004.3 0.00 86.0 27.6  
1005.8 0.00 86.0 27.8  
1005.8 0.00 83.0 28.0  
1004.8 0.00 83.0 28.1  
1004.2 0.00 84.0 27.6  
1005.8 0.30 90.0 26.6  
1003.5 0.00 87.0 27.7  
993.6 11.00 83.0 26.5  
1002.0 234.20 94.0 24.6  
1010.0 27.10 92.0 26.0  
1007.8 0.00 86.0 27.1  
1005.8 200.00 88.0 25.8  
1007.7 0.00 89.0 26.0  
1008.2 0.00 81.0 25.2  
1008.7 0.00 83.0 27.3  
1011.3 0.00 80.0 23.2  
1011.3 0.00 79.0 24.0  
1008.2 0.00 82.0 25.0  
1017.7 0.00 77.0 10.4  
1012.7 0.00 82.0 12.5  
1016.6 0.00 87.0 15.1  
1018.8 0.00 81.0 14.1  
1013.9 0.00 78.0 14.0
